"","CNAE 2.0 Classe","Ind Atividade Ano","Ind CEI Vinculado","Ind Estab Participa PAT","Ind Rais Negativa","Ind Simples","Município","Natureza Jurídica","CNAE 2.0 Subclasse","Tamanho Estabelecimento","Tipo Estab","Tipo Estab_1","UF","IBGE Subsetor","CEP Estab","Qtd_Vinc_CLT","Qtd_Vinc_Ativos","Qtd_Vinc_Estat","CO_MUNICIPIO","SGL_UF","DS_MESORREGIAO","DS_MICRORREGIAO","NOME_MUNICIPIO","LATITUDE","LONGITUDE"
"242","01598",1,0,0,1,0,352270,4120,"0159801","01","01","Cnpj",35,"25",14900000,0,0,0,3522703,"SP","Araraquara","Araraquara","Itápolis","-21.5942","-48.8149"
"243","01598",0,0,0,1,0,350055,4120,"0159801","01","01","Cnpj",35,"25",18770000,0,0,0,3500550,"SP","Bauru","Avaré","Águas de Santa Bárbara","-22.8812","-49.2421"
"244","01598",0,0,0,1,0,353930,4081,"0159801","01","01","Cnpj",35,"25",13630970,0,0,0,3539301,"SP","Campinas","Pirassununga","Pirassununga","-21.996","-47.4257"
"245","01598",0,0,0,1,0,350100,4081,"0159801","01","01","Cnpj",35,"25",14350000,0,0,0,3501004,"SP","Ribeirão Preto","Batatais","Altinópolis","-21.0214","-47.3712"
"246","01598",1,0,0,1,0,352270,4120,"0159801","01","01","Cnpj",35,"25",14900000,0,0,0,3522703,"SP","Araraquara","Araraquara","Itápolis","-21.5942","-48.8149"
"247","01598",1,0,0,1,0,353930,4120,"0159801","01","01","Cnpj",35,"25",13630970,0,0,0,3539301,"SP","Campinas","Pirassununga","Pirassununga","-21.996","-47.4257"
"248","01598",1,0,0,1,0,350930,4120,"0159801","01","01","Cnpj",35,"25",15410000,0,0,0,3509304,"SP","São José do Rio Preto","Catanduva","Cajobi","-20.8773","-48.8063"
"249","01598",0,0,0,1,1,355090,2143,"0159801","01","01","Cnpj",35,"25",14200000,0,0,0,3550902,"SP","Ribeirão Preto","Ribeirão Preto","São Simão","-21.4732","-47.5518"
"250","01598",1,0,0,1,0,354890,4081,"0159801","01","01","Cnpj",35,"25",13574970,0,0,0,3548906,"SP","Araraquara","São Carlos","São Carlos","-22.0174","-47.886"
"251","01598",1,0,0,1,0,355000,4120,"0159801","01","01","Cnpj",35,"25",12140000,0,0,0,3550001,"SP","Vale do Paraíba Paulista","Paraibuna/Paraitinga","São Luiz do Paraitinga","-23.222","-45.3109"
"252","01598",0,0,0,1,0,353500,4081,"0159801","01","01","Cnpj",35,"25",15470000,0,0,0,3535002,"SP","São José do Rio Preto","São José do Rio Preto","Palestina","-20.39","-49.4309"
